dataset,algorithm,utility_func,l,n,m,k,gamma,epsilon,delta,epsilon_0,delta_0,sigma,radius,select_method,noise,e0_ratio,cutoff,number of runs,result,variance,time,max_result,min_result,comm_cost
foursquare,FDP_Lazy,FL,20,100000,1132,10,0.01,2,3.162277660168379e-08,0.6490004705352137,1.2391370141725623e-09,1.0792188225664192,956.9665572,,laplace,,16,10,44311.87697281885,11596004.543347115,7.7441906849,48628.764872367945,37758.28026442429,1252046.1
foursquare,FDP_Lazy,FL,20,100000,1132,10,0.01,2,3.162277660168379e-08,0.5817635298225217,9.25725310353741e-10,1.2486137328742402,956.9665572,,laplace,,64,10,55204.648002196685,847607.8431680895,22.175094650699997,57011.23137985074,53990.89768638526,1433438.7
foursquare,FDP_Lazy,FL,20,100000,1132,10,0.01,2,3.162277660168379e-08,0.4419708500866867,4.6016846044359415e-10,1.7709681537746875,956.9665572,,laplace,,256,10,55555.04097803151,1162335.9022983066,23.849314819099995,57785.07870836746,53699.56732668923,1505139.9
foursquare,FDP_Lazy,FL,20,100000,1132,10,0.01,2,3.162277660168379e-08,0.2775387645288927,1.5279656262893212e-10,3.07335256564099,956.9665572,,laplace,,1024,10,54584.55237285056,4528046.450586295,20.5310771353,57753.79798139105,51027.51091463579,1456984.2
foursquare,FDP_PF,FL,20,100000,1132,10,0.01,2,3.162277660168379e-08,3.141574641142074,3.162277660168379e-07,,956.9665572,,,0.8,1,10,56431.7365452776,1843172.8057159684,18.0348630807,58593.752393125425,53765.693576334656,724827.9
foursquare,FDP_PF,FL,20,100000,1132,10,0.01,2,3.162277660168379e-08,2.4438321761375694,1.5811388300841896e-07,,956.9665572,,,0.8,2,10,56732.40852884853,1602510.6315721716,32.9627409167,58834.51850075306,54614.068021734645,729022.7
foursquare,FDP_PF,FL,20,100000,1132,10,0.01,2,3.162277660168379e-08,1.835929947484377,3.952847075210474e-08,,956.9665572,,,0.8,4,10,55185.08315924805,3582480.5473894263,62.3305826573,58003.35874271727,51100.19450129309,737395.1
foursquare,FDP_PF,FL,20,100000,1132,10,0.01,2,3.162277660168379e-08,1.5473492772925708,1.976423537605237e-08,,956.9665572,,,0.8,8,10,54431.82168461741,2773484.9560258104,116.8015050814,56808.38291493357,51511.27016568324,754112.8
foursquare,FDP_PF,FL,20,100000,1132,10,0.01,2,3.162277660168379e-08,1.2813889988225835,9.882117688026185e-09,,956.9665572,,,0.8,16,10,53072.33685660087,2424671.319462361,236.85295751849998,55391.29984654357,50946.57470887425,787572.3
foursquare,FDP_PF,FL,20,100000,1132,10,0.01,2,3.162277660168379e-08,1.0412320583122554,4.9410588440130925e-09,,956.9665572,,,0.8,32,10,52765.61485336719,3863578.9618842104,468.8816481213,57419.51078764749,50545.79212388744,854320.1
uber,FDP_Lazy,FL,20,564516,1000,10,0.01,2,2.357684110647016e-09,0.6748498944070328,1.1683271113216135e-10,1.0257017122121337,1256.426663,,laplace,,1,10,297941.2318919519,15469131.686848272,43.1963166412,305275.109357418,291441.0390826531,1277016.8
uber,FDP_Lazy,FL,20,564516,1000,10,0.01,2,2.357684110647016e-09,0.6683610227454265,1.137878431779448e-10,1.0393345752398302,1256.426663,,laplace,,4,10,343683.7130758467,4748138.458456364,41.1524472701,347719.57282007515,341505.3591730351,1288098.0
uber,FDP_Lazy,FL,20,564516,1000,10,0.01,2,2.357684110647016e-09,0.6443902572224118,1.0304563420660036e-10,1.0921656406906335,1256.426663,,laplace,,16,10,397756.5791647722,4312298.310463954,62.2055721278,400177.6557911522,394472.66479981184,1332154.5
uber,FDP_Lazy,FL,20,564516,1000,10,0.01,2,2.357684110647016e-09,0.5711989225722526,7.479962279971498e-11,1.2818983954939938,1256.426663,,laplace,,64,10,448142.4819215272,12245087.58240443,125.79451037840002,452433.3790919196,443080.48342591873,1508797.1
uber,FDP_Lazy,FL,20,564516,1000,10,0.01,2,2.357684110647016e-09,0.42620644709098005,3.567923896257591e-11,1.8560749809826247,1256.426663,,laplace,,256,10,457895.3996634637,4669554.748776251,191.9273111683,461274.87430848746,453971.8159414378,1643815.0
uber,FDP_Lazy,FL,20,564516,1000,10,0.01,2,2.357684110647016e-09,0.26380947644774855,1.1539174386486962e-11,3.2637428957667534,1256.426663,,laplace,,1024,10,453233.95034358883,11727947.05681774,197.5445789878,458704.20795390656,448821.9646498117,1655095.3
uber,FDP_PF,FL,20,564516,1000,10,0.01,2,2.357684110647016e-09,3.141574641142074,2.357684110647016e-08,,1256.426663,,,0.8,1,10,458358.4298978165,11525098.453782301,101.80234724480002,462991.82997073175,452729.14165771264,862368.0
uber,FDP_PF,FL,20,564516,1000,10,0.01,2,2.357684110647016e-09,2.4438321761375694,1.178842055323508e-08,,1256.426663,,,0.8,2,10,459201.2321527776,6766701.057346891,192.6810382284,463306.87950475025,454041.9554570043,866421.5
uber,FDP_PF,FL,20,564516,1000,10,0.01,2,2.357684110647016e-09,1.8127231277571434,5.89421027661754e-09,,1256.426663,,,0.8,4,10,458741.33874289476,6579100.1813218165,370.57526055510004,463540.60364504426,454373.8565451958,874582.4
uber,FDP_PF,FL,20,564516,1000,10,0.01,2,2.357684110647016e-09,1.4962506203690247,1.473552569154385e-09,,1256.426663,,,0.8,8,10,457437.80811816576,3630116.956079001,741.7292096498999,460851.29455160303,453419.5277417208,890969.5
uber,FDP_PF,FL,20,564516,1000,10,0.01,2,2.357684110647016e-09,1.234836407829632,7.367762845771925e-10,,1256.426663,,,0.8,16,10,457249.95220462454,7444172.435028466,1433.4635991839998,462512.3091690523,453717.95794525964,923810.7
uber,FDP_PF,FL,20,564516,1000,10,0.01,2,2.357684110647016e-09,0.9997881131175825,3.6838814228859627e-10,,1256.426663,,,0.8,32,10,455424.464280158,4909265.409856215,2685.5980357658,458881.0533766576,450789.5694229004,989581.9
